Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Hourly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Hourly),Environment:Site Day Type Index [](Hourly),Environment:Site Daylight Saving Time Status [](Hourly) 
 07/18  03:00:00,14.,25.0437537021863,1267200.,0.0,-1267200.,3.,0.0 
 07/18  04:00:00,13.375,24.7370082064651,1267200.,0.0,-1267200.,3.,0.0 
 07/18  05:00:00,13.,24.4688645798026,1267200.,0.0,-1267200.,3.,0.0 
 07/18  06:00:00,14.875,24.4995739057182,1267200.,0.0,-1267200.,3.,0.0 
 07/18  07:00:00,17.875,25.3410760986801,1267200.,0.0,-1267200.,3.,0.0 
 07/18  08:00:00,20.25,26.2122787291727,1267200.,0.0,-1267200.,3.,0.0 
 07/18  09:00:00,21.625,26.8782928876097,1267200.,0.0,-1267200.,3.,0.0 
 07/18  10:00:00,22.625,27.5638818059614,1267200.,0.0,-1267200.,3.,0.0 
 07/18  11:00:00,25.5,28.1984221269433,1267200.,0.0,-1267200.,3.,0.0 
 07/18  12:00:00,27.,28.4978791367074,1267200.,0.0,-1267200.,3.,0.0 
 07/18  13:00:00,28.25,28.7186059126619,1267200.,0.0,-1267200.,3.,0.0 
 07/18  14:00:00,29.625,29.1026078226084,1267200.,0.0,-1267200.,3.,0.0 
 07/18  15:00:00,30.625,29.5956050648702,1267200.,0.0,-1267200.,3.,0.0 
 07/18  16:00:00,29.125,29.9161815679,1267200.,0.0,-1267200.,3.,0.0 
 07/18  17:00:00,27.375,29.2932305994171,1267200.,0.0,-1267200.,3.,0.0 
 07/18  18:00:00,27.,29.2808626963635,1267200.,0.0,-1267200.,3.,0.0 
 07/18  19:00:00,25.125,29.0132316123428,1267200.,0.0,-1267200.,3.,0.0 
 07/18  20:00:00,22.75,28.3936629116569,1267200.,0.0,-1267200.,3.,0.0 
 07/18  21:00:00,22.,28.0928067415646,1267200.,0.0,-1267200.,3.,0.0 
 07/18  22:00:00,21.375,27.9205081542494,1267200.,0.0,-1267200.,3.,0.0 
 07/18  23:00:00,19.75,27.6816631816853,1267200.,0.0,-1267200.,3.,0.0 
 07/18  24:00:00,18.375,27.3804169826409,1267200.,0.0,-1267200.,3.,0.0 
 07/19  01:00:00,18.,27.1240119594089,1267200.,0.0,-1267200.,4.,0.0 
 07/19  02:00:00,18.,26.9176196522011,1267200.,0.0,-1267200.,4.,0.0 
 07/19  03:00:00,18.,26.6903357845494,1267200.,0.0,-1267200.,4.,0.0 
 07/19  04:00:00,16.75,26.4038191637158,1267200.,0.0,-1267200.,4.,0.0 
 07/19  05:00:00,16.625,26.140190500818,1267200.,0.0,-1267200.,4.,0.0 
 07/19  06:00:00,17.625,26.4273721817627,1267200.,0.0,-1267200.,4.,0.0 
 07/19  07:00:00,20.5,27.1229818524068,1267200.,0.0,-1267200.,4.,0.0 
 07/19  08:00:00,23.25,27.786286301053,1267200.,0.0,-1267200.,4.,0.0 
 07/19  09:00:00,25.25,28.3599296469209,1267200.,0.0,-1267200.,4.,0.0 
 07/19  10:00:00,27.25,28.9757153211558,1267200.,0.0,-1267200.,4.,0.0 
 07/19  11:00:00,29.25,29.5236435022791,1267200.,0.0,-1267200.,4.,0.0 
 07/19  12:00:00,30.,29.9368960467033,1267200.,0.0,-1267200.,4.,0.0 
 07/19  13:00:00,29.375,29.7073695158826,1267200.,0.0,-1267200.,4.,0.0 
 07/19  14:00:00,30.875,30.0815947450601,1267200.,0.0,-1267200.,4.,0.0 
 07/19  15:00:00,32.,30.6676597446341,1267200.,0.0,-1267200.,4.,0.0 
 07/19  16:00:00,30.75,30.4426196215819,1267200.,0.0,-1267200.,4.,0.0 
 07/19  17:00:00,28.125,29.966161358012,1267200.,0.0,-1267200.,4.,0.0 
 07/19  18:00:00,24.5,29.5359280129068,1267200.,0.0,-1267200.,4.,0.0 
 07/19  19:00:00,21.75,29.0761860294059,1267200.,0.0,-1267200.,4.,0.0 
 07/19  20:00:00,21.,28.7830932485494,1267200.,0.0,-1267200.,4.,0.0 
 07/19  21:00:00,21.,28.5886764283365,1267200.,0.0,-1267200.,4.,0.0 
 07/19  22:00:00,21.,28.4264605076843,1267200.,0.0,-1267200.,4.,0.0 
 07/19  23:00:00,19.75,28.2122622664019,1267200.,0.0,-1267200.,4.,0.0 
 07/19  24:00:00,19.,27.9309504004309,1267200.,0.0,-1267200.,4.,0.0 
 07/20  01:00:00,19.,27.6963964148362,1267200.,0.0,-1267200.,5.,0.0 
 07/20  02:00:00,19.,27.4879497657072,1267200.,0.0,-1267200.,5.,0.0 
 07/20  03:00:00,18.375,27.2393389876857,1267200.,0.0,-1267200.,5.,0.0 
 07/20  04:00:00,18.,26.9462440960728,1267200.,0.0,-1267200.,5.,0.0 
 07/20  05:00:00,18.,26.760361509074,1267200.,0.0,-1267200.,5.,0.0 
 07/20  06:00:00,18.625,26.9113634525635,1267200.,0.0,-1267200.,5.,0.0 
 07/20  07:00:00,21.5,27.6482279284377,1267200.,0.0,-1267200.,5.,0.0 
 07/20  08:00:00,24.875,28.3569692310563,1267200.,0.0,-1267200.,5.,0.0 
 07/20  09:00:00,27.25,28.9843263718493,1267200.,0.0,-1267200.,5.,0.0 
 07/20  10:00:00,28.625,29.7282952487256,1267200.,0.0,-1267200.,5.,0.0 
 07/20  11:00:00,29.625,30.2305599143968,1267200.,0.0,-1267200.,5.,0.0 
 07/20  12:00:00,30.625,29.9371434885263,1267200.,0.0,-1267200.,5.,0.0 
 07/20  13:00:00,31.,30.3161563836865,1267200.,0.0,-1267200.,5.,0.0 
 07/20  14:00:00,31.,30.6359054573863,1267200.,0.0,-1267200.,5.,0.0 
 07/20  15:00:00,29.75,30.3584226635049,1267200.,0.0,-1267200.,5.,0.0 
 07/20  16:00:00,27.125,29.9304008132429,1267200.,0.0,-1267200.,5.,0.0 
 07/20  17:00:00,26.,29.7865868303063,1267200.,0.0,-1267200.,5.,0.0 
 07/20  18:00:00,24.75,29.5727469667432,1267200.,0.0,-1267200.,5.,0.0 
 07/20  19:00:00,23.375,29.2201255020352,1267200.,0.0,-1267200.,5.,0.0 
 07/20  20:00:00,21.75,28.9627566000305,1267200.,0.0,-1267200.,5.,0.0 
 07/20  21:00:00,21.,28.6937892776505,1267200.,0.0,-1267200.,5.,0.0 
 07/20  22:00:00,19.75,28.4427677729589,1267200.,0.0,-1267200.,5.,0.0 
 07/20  23:00:00,19.,28.1580715805569,1267200.,0.0,-1267200.,5.,0.0 
 07/20  24:00:00,19.,27.9370788844318,1267200.,0.0,-1267200.,5.,0.0 
 07/21  01:00:00,18.375,27.6842064810744,1267200.,0.0,-1267200.,6.,0.0 
 07/21  02:00:00,17.375,27.2778450897638,1267200.,0.0,-1267200.,6.,0.0 
 07/21  03:00:00,17.625,27.046711566181,1267200.,0.0,-1267200.,6.,0.0 
 07/21  04:00:00,17.375,26.8979888120052,1267200.,0.0,-1267200.,6.,0.0 
 07/21  05:00:00,17.,26.6112032134896,1267200.,0.0,-1267200.,6.,0.0 
 07/21  06:00:00,17.,26.9819817889225,1267200.,0.0,-1267200.,6.,0.0 
 07/21  07:00:00,20.125,27.6013440773643,1267200.,0.0,-1267200.,6.,0.0 
 07/21  08:00:00,23.25,28.0965024663655,1267200.,0.0,-1267200.,6.,0.0 
 07/21  09:00:00,25.25,28.7687678172871,1267200.,0.0,-1267200.,6.,0.0 
 07/21  10:00:00,27.25,29.5844415444468,1267200.,0.0,-1267200.,6.,0.0 
 07/21  11:00:00,28.625,30.1883523713864,1267200.,0.0,-1267200.,6.,0.0 
 07/21  12:00:00,30.25,30.5146663879748,1267200.,0.0,-1267200.,6.,0.0 
 07/21  13:00:00,29.75,30.805497826287,1267200.,0.0,-1267200.,6.,0.0 
 07/21  14:00:00,29.,31.2622763542893,1267200.,0.0,-1267200.,6.,0.0 
 07/21  15:00:00,30.25,30.9678017670892,1267200.,0.0,-1267200.,6.,0.0 
 07/21  16:00:00,29.75,30.5505489028105,1267200.,0.0,-1267200.,6.,0.0 
 07/21  17:00:00,27.75,30.3977132770618,1267200.,0.0,-1267200.,6.,0.0 
 07/21  18:00:00,24.5,30.011926756698,1267200.,0.0,-1267200.,6.,0.0 
 07/21  19:00:00,21.75,29.5592073152382,1267200.,0.0,-1267200.,6.,0.0 
 07/21  20:00:00,21.,29.2378699294007,1267200.,0.0,-1267200.,6.,0.0 
 07/21  21:00:00,20.375,28.9502832903103,1267200.,0.0,-1267200.,6.,0.0 
 07/21  22:00:00,18.75,28.6602184874406,1267200.,0.0,-1267200.,6.,0.0 
 07/21  23:00:00,18.,28.3526815014374,1267200.,0.0,-1267200.,6.,0.0 
 07/21  24:00:00,18.,28.1082505404627,1267200.,0.0,-1267200.,6.,0.0 
 07/22  01:00:00,17.375,27.8665090273383,1267200.,0.0,-1267200.,7.,0.0 
 07/22  02:00:00,17.625,27.6223011617803,1267200.,0.0,-1267200.,7.,0.0 
 07/22  03:00:00,18.,27.4403483689791,1267200.,0.0,-1267200.,7.,0.0 
 07/22  04:00:00,17.375,27.2015580163247,1267200.,0.0,-1267200.,7.,0.0 
 07/22  05:00:00,17.,26.9403350271069,1267200.,0.0,-1267200.,7.,0.0 
 07/22  06:00:00,16.375,26.9979466355385,1267200.,0.0,-1267200.,7.,0.0 
 07/22  07:00:00,18.5,27.4590878653506,1267200.,0.0,-1267200.,7.,0.0 
 07/22  08:00:00,20.,28.0461659695268,1267200.,0.0,-1267200.,7.,0.0 
 07/22  09:00:00,21.25,28.4665294997166,1267200.,0.0,-1267200.,7.,0.0 
 07/22  10:00:00,22.625,28.8182456634668,1267200.,0.0,-1267200.,7.,0.0 
 07/22  11:00:00,24.25,29.0142858109578,1267200.,0.0,-1267200.,7.,0.0 
 07/22  12:00:00,25.625,28.9378635842963,1267200.,0.0,-1267200.,7.,0.0 
 07/22  13:00:00,21.,28.7331445661112,1267200.,0.0,-1267200.,7.,0.0 
 07/22  14:00:00,16.75,28.2476897130434,1267200.,0.0,-1267200.,7.,0.0 
 07/22  15:00:00,16.625,28.0823739849073,1267200.,0.0,-1267200.,7.,0.0 
 07/22  16:00:00,17.,27.9354372154847,1267200.,0.0,-1267200.,7.,0.0 
 07/22  17:00:00,17.,27.7663506896154,1267200.,0.0,-1267200.,7.,0.0 
 07/22  18:00:00,17.,27.4614890266661,1267200.,0.0,-1267200.,7.,0.0 
 07/22  19:00:00,15.75,27.0994305114763,1267200.,0.0,-1267200.,7.,0.0 
 07/22  20:00:00,14.375,26.720851263983,1267200.,0.0,-1267200.,7.,0.0 
 07/22  21:00:00,14.,26.4208899608614,1267200.,0.0,-1267200.,7.,0.0 
 07/22  22:00:00,14.,26.1719828716803,1267200.,0.0,-1267200.,7.,0.0 
 07/22  23:00:00,14.,25.9196197225812,1267200.,0.0,-1267200.,7.,0.0 
 07/22  24:00:00,14.,25.6518983269141,1267200.,0.0,-1267200.,7.,0.0 
 07/23  01:00:00,14.,25.3883863155104,1267200.,0.0,-1267200.,1.,0.0 
 07/23  02:00:00,14.,25.138175565769,1267200.,0.0,-1267200.,1.,0.0 
 07/23  03:00:00,13.375,24.8926083791398,1267200.,0.0,-1267200.,1.,0.0 
 07/23  04:00:00,13.,24.5933813966667,1267200.,0.0,-1267200.,1.,0.0 
 07/23  05:00:00,13.625,24.3778135522664,1267200.,0.0,-1267200.,1.,0.0 
 07/23  06:00:00,14.,24.3244438316345,1267200.,0.0,-1267200.,1.,0.0 
 07/23  07:00:00,15.25,24.3501083663392,1267200.,0.0,-1267200.,1.,0.0 
 07/23  08:00:00,16.625,24.3534756554172,1267200.,0.0,-1267200.,1.,0.0 
 07/23  09:00:00,17.625,24.3331129104011,1267200.,0.0,-1267200.,1.,0.0 
 07/23  10:00:00,18.,24.4462333051471,1267200.,0.0,-1267200.,1.,0.0 
 07/23  11:00:00,18.625,24.5722819259948,1267200.,0.0,-1267200.,1.,0.0 
 07/23  12:00:00,19.625,24.7040017490089,1267200.,0.0,-1267200.,1.,0.0 
 07/23  13:00:00,19.375,24.5963645529815,1267200.,0.0,-1267200.,1.,0.0 
 07/23  14:00:00,17.75,24.3887394425767,1267200.,0.0,-1267200.,1.,0.0 
 07/23  15:00:00,16.375,24.3113877319669,1267200.,0.0,-1267200.,1.,0.0 
 07/23  16:00:00,15.375,24.0621336526045,1267200.,0.0,-1267200.,1.,0.0 
 07/23  17:00:00,14.375,23.7566488808419,1267200.,0.0,-1267200.,1.,0.0 
 07/23  18:00:00,13.375,23.4986007309348,1267200.,0.0,-1267200.,1.,0.0 
 07/23  19:00:00,13.625,23.2271824074132,1267200.,0.0,-1267200.,1.,0.0 
 07/23  20:00:00,13.375,23.0113554440156,1267200.,0.0,-1267200.,1.,0.0 
 07/23  21:00:00,13.,22.7661214661302,1267200.,0.0,-1267200.,1.,0.0 
 07/23  22:00:00,12.375,22.5496399784366,1267200.,0.0,-1267200.,1.,0.0 
 07/23  23:00:00,12.,22.3219671372395,1267200.,0.0,-1267200.,1.,0.0 
 07/23  24:00:00,12.,22.1187421318861,1267200.,0.0,-1267200.,1.,0.0 
 07/24  01:00:00,12.,21.9009688016883,1267200.,0.0,-1267200.,2.,0.0 
 07/24  02:00:00,11.375,21.6843303120297,1267200.,0.0,-1267200.,2.,0.0 
 07/24  03:00:00,10.375,21.4165373721896,1267200.,0.0,-1267200.,2.,0.0 
 07/24  04:00:00,10.,21.1514193098553,1267200.,0.0,-1267200.,2.,0.0 
 07/24  05:00:00,10.,20.9303700893964,1267200.,0.0,-1267200.,2.,0.0 
 07/24  06:00:00,10.,20.8023765182979,1267200.,0.0,-1267200.,2.,0.0 
 07/24  07:00:00,10.,20.6384024625429,1267200.,0.0,-1267200.,2.,0.0 
 07/24  08:00:00,10.,20.6581641205776,1267200.,0.0,-1267200.,2.,0.0 
 07/24  09:00:00,10.625,20.8364216318423,1267200.,0.0,-1267200.,2.,0.0 
 07/24  10:00:00,11.625,21.0445438347307,1267200.,0.0,-1267200.,2.,0.0 
 07/24  11:00:00,12.,21.2492157235834,1267200.,0.0,-1267200.,2.,0.0 
 07/24  12:00:00,12.625,21.1379254154417,1267200.,0.0,-1267200.,2.,0.0 
 07/24  13:00:00,13.,21.0881445351921,1267200.,0.0,-1267200.,2.,0.0 
 07/24  14:00:00,13.,20.9656789349482,1267200.,0.0,-1267200.,2.,0.0 
 07/24  15:00:00,13.,20.995137564699,1267200.,0.0,-1267200.,2.,0.0 
 07/24  16:00:00,13.,20.9672252361683,1267200.,0.0,-1267200.,2.,0.0 
 07/24  17:00:00,12.375,20.8913108660586,1267200.,0.0,-1267200.,2.,0.0 
 07/24  18:00:00,12.625,20.603307109362,1267200.,0.0,-1267200.,2.,0.0 
 07/24  19:00:00,13.,20.3928259556556,1267200.,0.0,-1267200.,2.,0.0 
 07/24  20:00:00,12.375,20.1281805056894,1267200.,0.0,-1267200.,2.,0.0 
 07/24  21:00:00,12.,19.8688602209002,1267200.,0.0,-1267200.,2.,0.0 
 07/24  22:00:00,12.625,19.6955568728931,1267200.,0.0,-1267200.,2.,0.0 
 07/24  23:00:00,13.,19.6154158066333,1267200.,0.0,-1267200.,2.,0.0 
 07/24  24:00:00,13.,19.4865750715764,1267200.,0.0,-1267200.,2.,0.0 
 07/25  01:00:00,13.,19.3359578610958,1267200.,0.0,-1267200.,3.,0.0 
 07/25  02:00:00,13.,19.176735962001,1267200.,0.0,-1267200.,3.,0.0 
 07/25  03:00:00,13.,19.0490688576146,1267200.,0.0,-1267200.,3.,0.0 
 07/25  04:00:00,12.375,18.8747568665231,1267200.,0.0,-1267200.,3.,0.0 
 07/25  05:00:00,11.375,18.6220804806716,1267200.,0.0,-1267200.,3.,0.0 
 07/25  06:00:00,12.25,18.6579008335332,1267200.,0.0,-1267200.,3.,0.0 
 07/25  07:00:00,13.,19.3045192423725,1267200.,0.0,-1267200.,3.,0.0 
 07/25  08:00:00,13.625,19.3927165576636,1267200.,0.0,-1267200.,3.,0.0 
 07/25  09:00:00,15.25,19.9236530396271,1267200.,0.0,-1267200.,3.,0.0 
 07/25  10:00:00,17.25,20.7947860102561,1267200.,0.0,-1267200.,3.,0.0 
 07/25  11:00:00,18.625,21.4212441662969,1267200.,0.0,-1267200.,3.,0.0 
 07/25  12:00:00,20.25,21.9177230401985,1267200.,0.0,-1267200.,3.,0.0 
 07/25  13:00:00,21.625,22.3613429485861,1267200.,0.0,-1267200.,3.,0.0 
 07/25  14:00:00,22.625,22.7547441348166,1267200.,0.0,-1267200.,3.,0.0 
 07/25  15:00:00,23.,23.2287841747042,1267200.,0.0,-1267200.,3.,0.0 
 07/25  16:00:00,23.625,23.4509515499445,1267200.,0.0,-1267200.,3.,0.0 
 07/25  17:00:00,23.375,23.5377787904779,1267200.,0.0,-1267200.,3.,0.0 
 07/25  18:00:00,23.,23.5734052126349,1267200.,0.0,-1267200.,3.,0.0 
 07/25  19:00:00,21.125,23.2969187715549,1267200.,0.0,-1267200.,3.,0.0 
 07/25  20:00:00,18.75,22.5910954237898,1267200.,0.0,-1267200.,3.,0.0 
 07/25  21:00:00,17.375,22.1741423683442,1267200.,0.0,-1267200.,3.,0.0 
 07/25  22:00:00,16.375,21.9489572492105,1267200.,0.0,-1267200.,3.,0.0 
 07/25  23:00:00,15.375,21.7344579476776,1267200.,0.0,-1267200.,3.,0.0 
 07/25  24:00:00,13.75,21.4647777409171,1267200.,0.0,-1267200.,3.,0.0 
 07/26  01:00:00,13.625,21.2033696780666,1267200.,0.0,-1267200.,4.,0.0 
 07/26  02:00:00,14.,21.0254286562524,1267200.,0.0,-1267200.,4.,0.0 
 07/26  03:00:00,13.375,20.8077500657098,1267200.,0.0,-1267200.,4.,0.0 
 07/26  04:00:00,12.375,20.5645846388116,1267200.,0.0,-1267200.,4.,0.0 
 07/26  05:00:00,12.,20.305196148347,1267200.,0.0,-1267200.,4.,0.0 
 07/26  06:00:00,12.625,20.2303138300991,1267200.,0.0,-1267200.,4.,0.0 
 07/26  07:00:00,15.5,20.9009146385573,1267200.,0.0,-1267200.,4.,0.0 
 07/26  08:00:00,19.5,22.0710206147879,1267200.,0.0,-1267200.,4.,0.0 
 07/26  09:00:00,22.25,22.7431849948726,1267200.,0.0,-1267200.,4.,0.0 
 07/26  10:00:00,24.875,23.6532737936967,1267200.,0.0,-1267200.,4.,0.0 
 07/26  11:00:00,26.625,24.3731803206338,1267200.,0.0,-1267200.,4.,0.0 
 07/26  12:00:00,27.625,24.4574152014334,1267200.,0.0,-1267200.,4.,0.0 
 07/26  13:00:00,28.625,25.0691718701039,1267200.,0.0,-1267200.,4.,0.0 
 07/26  14:00:00,29.,25.14521269429,1267200.,0.0,-1267200.,4.,0.0 
 07/26  15:00:00,27.75,24.7080379846204,1267200.,0.0,-1267200.,4.,0.0 
 07/26  16:00:00,21.375,24.2663268378315,1267200.,0.0,-1267200.,4.,0.0 
 07/26  17:00:00,19.875,23.7435434831435,1267200.,0.0,-1267200.,4.,0.0 
 07/26  18:00:00,22.25,23.9564463309772,1267200.,0.0,-1267200.,4.,0.0 
 07/26  19:00:00,22.375,24.1719274397878,1267200.,0.0,-1267200.,4.,0.0 
 07/26  20:00:00,21.375,23.8703249811011,1267200.,0.0,-1267200.,4.,0.0 
 07/26  21:00:00,21.,23.6173123922932,1267200.,0.0,-1267200.,4.,0.0 
 07/26  22:00:00,19.75,23.4598101734021,1267200.,0.0,-1267200.,4.,0.0 
 07/26  23:00:00,17.75,23.1474925247405,1267200.,0.0,-1267200.,4.,0.0 
 07/26  24:00:00,15.125,22.777146023913,1267200.,0.0,-1267200.,4.,0.0 
 07/27  01:00:00,13.375,22.4840673433993,1267200.,0.0,-1267200.,5.,0.0 
 07/27  02:00:00,13.625,22.2302791361064,1267200.,0.0,-1267200.,5.,0.0 
 07/27  03:00:00,12.75,21.9924147287891,1267200.,0.0,-1267200.,5.,0.0 
 07/27  04:00:00,13.25,21.7172928531142,1267200.,0.0,-1267200.,5.,0.0 
 07/27  05:00:00,12.75,21.5111300391171,1267200.,0.0,-1267200.,5.,0.0 
 07/27  06:00:00,13.25,21.354552540241,1267200.,0.0,-1267200.,5.,0.0 
 07/27  07:00:00,17.125,22.0131817249492,1267200.,0.0,-1267200.,5.,0.0 
 07/27  08:00:00,20.875,22.6493690087021,1267200.,0.0,-1267200.,5.,0.0 
 07/27  09:00:00,22.625,23.0102205142434,1267200.,0.0,-1267200.,5.,0.0 
 07/27  10:00:00,23.,23.5155458126736,1267200.,0.0,-1267200.,5.,0.0 
 07/27  11:00:00,23.625,24.5366319681114,1267200.,0.0,-1267200.,5.,0.0 
 07/27  12:00:00,24.,24.4587359065722,1267200.,0.0,-1267200.,5.,0.0 
 07/27  13:00:00,23.375,24.4616878193897,1267200.,0.0,-1267200.,5.,0.0 
 07/27  14:00:00,23.,24.9995109828896,1267200.,0.0,-1267200.,5.,0.0 
 07/27  15:00:00,23.625,24.9467311065505,1267200.,0.0,-1267200.,5.,0.0 
 07/27  16:00:00,22.75,24.6803451057545,1267200.,0.0,-1267200.,5.,0.0 
 07/27  17:00:00,22.,24.3846884374081,1267200.,0.0,-1267200.,5.,0.0 
 07/27  18:00:00,22.,24.182390362359,1267200.,0.0,-1267200.,5.,0.0 
 07/27  19:00:00,20.75,23.9880663817813,1267200.,0.0,-1267200.,5.,0.0 
 07/27  20:00:00,18.75,23.671991187337,1267200.,0.0,-1267200.,5.,0.0 
 07/27  21:00:00,18.,23.3972987999149,1267200.,0.0,-1267200.,5.,0.0 
 07/27  22:00:00,18.,23.2530090491905,1267200.,0.0,-1267200.,5.,0.0 
 07/27  23:00:00,18.,23.160631840043,1267200.,0.0,-1267200.,5.,0.0 
 07/27  24:00:00,16.125,22.9693532480697,1267200.,0.0,-1267200.,5.,0.0 
 07/28  01:00:00,14.375,22.605634451285,1267200.,0.0,-1267200.,6.,0.0 
 07/28  02:00:00,14.,22.3183576683304,1267200.,0.0,-1267200.,6.,0.0 
 07/28  03:00:00,13.375,22.1010213253421,1267200.,0.0,-1267200.,6.,0.0 
 07/28  04:00:00,13.,21.8735517864138,1267200.,0.0,-1267200.,6.,0.0 
 07/28  05:00:00,13.,21.6893961833148,1267200.,0.0,-1267200.,6.,0.0 
 07/28  06:00:00,13.625,21.5616858168279,1267200.,0.0,-1267200.,6.,0.0 
 07/28  07:00:00,15.875,21.9748241567131,1267200.,0.0,-1267200.,6.,0.0 
 07/28  08:00:00,18.25,22.5470084995639,1267200.,0.0,-1267200.,6.,0.0 
 07/28  09:00:00,19.625,22.6083344831016,1267200.,0.0,-1267200.,6.,0.0 
 07/28  10:00:00,20.625,23.2463589236236,1267200.,0.0,-1267200.,6.,0.0 
 07/28  11:00:00,21.625,23.9087278116409,1267200.,0.0,-1267200.,6.,0.0 
 07/28  12:00:00,22.,24.1814820355533,1267200.,0.0,-1267200.,6.,0.0 
 07/28  13:00:00,22.625,24.7051399882066,1267200.,0.0,-1267200.,6.,0.0 
 07/28  14:00:00,23.,25.164500845162,1267200.,0.0,-1267200.,6.,0.0 
 07/28  15:00:00,23.,24.921725032619,1267200.,0.0,-1267200.,6.,0.0 
 07/28  16:00:00,21.75,24.928466154381,1267200.,0.0,-1267200.,6.,0.0 
 07/28  17:00:00,16.625,24.0013037169419,1267200.,0.0,-1267200.,6.,0.0 
 07/28  18:00:00,14.625,23.2564736057464,1267200.,0.0,-1267200.,6.,0.0 
 07/28  19:00:00,15.,23.1301336676497,1267200.,0.0,-1267200.,6.,0.0 
 07/28  20:00:00,14.375,22.9138382111263,1267200.,0.0,-1267200.,6.,0.0 
 07/28  21:00:00,14.,22.6902465110997,1267200.,0.0,-1267200.,6.,0.0 
 07/28  22:00:00,13.375,22.4645831145687,1267200.,0.0,-1267200.,6.,0.0 
 07/28  23:00:00,13.,22.2616341881692,1267200.,0.0,-1267200.,6.,0.0 
 07/28  24:00:00,13.,22.0578411604368,1267200.,0.0,-1267200.,6.,0.0 
 07/29  01:00:00,12.375,21.7959169625463,1267200.,0.0,-1267200.,7.,0.0 
 07/29  02:00:00,12.625,21.5884222515833,1267200.,0.0,-1267200.,7.,0.0 
 07/29  03:00:00,13.,21.445708358634,1267200.,0.0,-1267200.,7.,0.0 
 07/29  04:00:00,12.375,21.1677998129621,1267200.,0.0,-1267200.,7.,0.0 
 07/29  05:00:00,11.375,20.8543813951434,1267200.,0.0,-1267200.,7.,0.0 
 07/29  06:00:00,11.625,20.682947055695,1267200.,0.0,-1267200.,7.,0.0 
 07/29  07:00:00,13.25,21.3359037874401,1267200.,0.0,-1267200.,7.,0.0 
 07/29  08:00:00,15.875,22.1878610289058,1267200.,0.0,-1267200.,7.,0.0 
 07/29  09:00:00,18.25,22.925533040865,1267200.,0.0,-1267200.,7.,0.0 
 07/29  10:00:00,20.875,23.811634275235,1267200.,0.0,-1267200.,7.,0.0 
 07/29  11:00:00,23.25,24.5059089692181,1267200.,0.0,-1267200.,7.,0.0 
 07/29  12:00:00,25.25,24.7130071702203,1267200.,0.0,-1267200.,7.,0.0 
 07/29  13:00:00,26.625,25.1942547571087,1267200.,0.0,-1267200.,7.,0.0 
 07/29  14:00:00,27.625,25.7159470718209,1267200.,0.0,-1267200.,7.,0.0 
 07/29  15:00:00,28.,26.1056185276992,1267200.,0.0,-1267200.,7.,0.0 
 07/29  16:00:00,27.375,26.2647742414898,1267200.,0.0,-1267200.,7.,0.0 
 07/29  17:00:00,26.375,26.1462231183365,1267200.,0.0,-1267200.,7.,0.0 
 07/29  18:00:00,24.75,25.8627649765463,1267200.,0.0,-1267200.,7.,0.0 
 07/29  19:00:00,23.375,25.3675670163131,1267200.,0.0,-1267200.,7.,0.0 
 07/29  20:00:00,22.375,24.9920129458069,1267200.,0.0,-1267200.,7.,0.0 
 07/29  21:00:00,21.375,24.7536210234778,1267200.,0.0,-1267200.,7.,0.0 
 07/29  22:00:00,19.75,24.5511747355519,1267200.,0.0,-1267200.,7.,0.0 
 07/29  23:00:00,18.375,24.3189389531931,1267200.,0.0,-1267200.,7.,0.0 
 07/29  24:00:00,17.375,24.0849818886625,1267200.,0.0,-1267200.,7.,0.0 
 07/30  01:00:00,17.,23.8168726301244,1267200.,0.0,-1267200.,1.,0.0 
 07/30  02:00:00,15.125,23.5517792601099,1267200.,0.0,-1267200.,1.,0.0 
 07/30  03:00:00,14.,23.2883961379867,1267200.,0.0,-1267200.,1.,0.0 
 07/30  04:00:00,12.75,22.9991972162154,1267200.,0.0,-1267200.,1.,0.0 
 07/30  05:00:00,11.375,22.6252602661672,1267200.,0.0,-1267200.,1.,0.0 
 07/30  06:00:00,12.25,22.4617267751407,1267200.,0.0,-1267200.,1.,0.0 
 07/30  07:00:00,14.875,23.0749135804296,1267200.,0.0,-1267200.,1.,0.0 
 07/30  08:00:00,17.875,23.9305732570749,1267200.,0.0,-1267200.,1.,0.0 
 07/30  09:00:00,20.875,24.679952008003,1267200.,0.0,-1267200.,1.,0.0 
 07/30  10:00:00,23.3125,25.386041734797,1267200.,0.0,-1267200.,1.,0.0 
 07/30  11:00:00,25.2875,26.1674965568081,1267200.,0.0,-1267200.,1.,0.0 
 07/30  12:00:00,27.25,26.747413855126,1267200.,0.0,-1267200.,1.,0.0 
 07/30  13:00:00,28.625,27.1561386375556,1267200.,0.0,-1267200.,1.,0.0 
 07/30  14:00:00,28.375,27.5830650577965,1267200.,0.0,-1267200.,1.,0.0 
 07/30  15:00:00,26.75,27.0586169750531,1267200.,0.0,-1267200.,1.,0.0 
 07/30  16:00:00,24.75,26.8896486067211,1267200.,0.0,-1267200.,1.,0.0 
